발전기명,년월일,설비용량(MW),01시,02시,03시,04시,05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
세종시폐기물매립장태양광,2017-01-01,1.628,0,0,0,0,0,0,0,840,23880,251640,308640,480000,921000,886920,742080,334440,87240,2880,4320,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-02,1.628,0,0,0,0,0,0,0,1440,4440,221520,469560,800880,761160,955440,606360,501120,158280,2760,3360,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-03,1.628,0,0,0,0,0,0,0,840,66720,438720,818640,1017240,1067160,1038600,881040,557040,128640,2280,3000,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-04,1.628,0,0,0,0,0,0,0,1200,40080,321720,463200,806280,914760,835920,677280,502320,112080,1800,2760,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-05,1.628,0,0,0,0,0,0,0,1200,61800,222120,291000,364800,319440,430440,259560,138840,45000,2520,2880,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-06,1.628,0,0,0,0,0,0,0,1440,81000,297120,758280,1037040,1102440,1057440,929280,605880,120840,2640,3720,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-07,1.628,0,0,0,0,0,0,0,720,49680,340440,595800,635400,981120,672120,488160,172080,75840,2520,4680,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-08,1.628,0,0,0,0,0,0,0,960,36480,329880,922080,885600,809040,628800,503040,231240,63360,1920,4200,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-09,1.628,0,0,0,0,0,0,0,1200,2040,69480,308640,496320,879000,1037040,931080,698640,166080,2880,3960,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-10,1.628,0,0,0,0,0,0,0,840,38880,481440,902520,1080120,963840,467160,622320,326520,134040,3600,3000,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-11,1.628,0,0,0,0,0,0,0,840,29160,505560,925560,1137000,989880,583920,536640,136440,82200,6960,3120,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-12,1.628,0,0,0,0,0,0,0,1320,55200,400920,334320,85800,359280,189360,165240,121200,71160,2640,3360,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-13,1.628,0,0,0,0,0,0,0,1800,54840,505440,773880,405000,307440,429960,816240,724080,162600,2880,3720,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-14,1.628,0,0,0,0,0,0,0,1200,45480,540840,970080,1260240,1338840,1303680,1168440,865560,251880,3480,3360,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-15,1.628,0,0,0,0,0,0,0,720,31560,570840,1017120,1214520,1284720,1244760,1102920,844080,255960,3480,3960,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-16,1.628,0,0,0,0,0,0,0,1200,35160,563640,981960,1188000,1243200,1208640,1056000,778200,252000,3960,3960,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-17,1.628,0,0,0,0,0,0,0,1440,54360,333720,391560,474960,753480,783120,692040,427440,139920,6000,3600,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-18,1.628,0,0,0,0,0,0,0,1800,62160,370200,680160,584640,567960,441720,280920,179040,40320,1800,3720,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-19,1.628,0,0,0,0,0,0,0,1200,2640,26640,128880,218280,334440,816840,925800,655800,245040,19200,4440,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-20,1.628,0,0,0,0,0,0,0,1200,1320,2160,3000,2280,2160,3000,1680,1560,2520,2520,3840,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-21,1.628,0,0,0,0,0,0,0,960,720,1080,2160,840,3000,73680,264000,90600,48360,2040,4200,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-22,1.628,0,0,0,0,0,0,0,480,120,360,2640,2640,4080,2880,2040,5160,2040,1800,3480,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-23,1.628,0,0,0,0,0,0,0,1080,1320,2400,12240,29760,142320,361200,567840,442080,197400,5880,2760,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-24,1.628,0,0,0,0,0,0,0,600,34320,256800,491520,628680,629760,803640,1107120,824760,362640,13200,3120,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-25,1.628,0,0,0,0,0,0,0,1200,76440,573120,961440,1201920,1239480,1194840,1058640,816000,381840,15240,3960,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-26,1.628,0,0,0,0,0,0,0,1320,80760,448800,905040,1036080,1019280,983520,929760,523800,191160,38880,3360,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-27,1.628,0,0,0,0,0,0,0,840,69720,478200,1019760,1227960,1343160,1318920,1186920,918000,469200,10200,2880,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-28,1.628,0,0,0,0,0,0,0,1440,159840,738240,1058880,1244400,1302480,1227000,1122240,578640,179280,25800,3120,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-29,1.628,0,0,0,0,0,0,0,1200,1560,31560,117720,41040,148560,109080,35520,4560,2760,1560,3240,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-30,1.628,0,0,0,0,0,0,0,840,840,33240,449400,1137120,1309800,1231440,1047960,966600,508320,24240,3360,0,0,0,0,0
세종시폐기물매립장태양광,2017-01-31,1.628,0,0,0,0,0,0,0,1200,137040,538800,732000,1060800,1202520,1209720,904560,510720,380280,25200,3600,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-01,1.628,0,0,0,0,0,0,1560,840,36600,206280,870240,1217040,1349280,1332960,1218120,949800,545400,23400,3600,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-02,1.628,0,0,0,0,0,0,2040,1080,176280,763680,1103280,1283520,1357320,1340640,1206480,956760,554640,27840,3720,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-03,1.628,0,0,0,0,0,0,2280,1440,187800,637440,947880,1100520,1052520,1058040,842880,481320,295800,38040,3960,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-04,1.628,0,0,0,0,0,0,1920,840,208080,236880,516720,829800,512760,256680,174000,97920,27480,3480,3840,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-05,1.628,0,0,0,0,0,0,1560,840,35760,119280,170400,143880,188160,44520,4560,5040,4680,2760,4200,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-06,1.628,0,0,0,0,0,0,2280,1800,235080,685320,1035120,1195920,1256400,1291800,1156800,900480,542160,63240,3480,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-07,1.628,0,0,0,0,0,0,2040,1560,80760,336720,509040,1052280,1157400,1002000,810240,602280,399600,64440,3120,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-08,1.628,0,0,0,0,0,0,1920,2160,183720,474120,463200,572160,657360,632280,483960,256800,170160,20760,3720,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-09,1.628,0,0,0,0,0,0,1800,960,183720,520320,741240,865920,1055760,1152480,1153920,692280,342360,40200,3600,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-10,1.628,0,0,0,0,0,0,1680,1560,89040,276360,625560,1036800,1092600,871080,1067400,994800,534240,108960,4080,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-11,1.628,0,0,0,0,0,0,1320,360,1680,39960,333360,1067640,1200600,1251120,1136280,866280,178200,32520,3840,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-12,1.628,0,0,0,0,0,0,1920,1560,342000,792960,1099800,1268160,1363560,1352400,1159200,834960,617400,104760,4440,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-13,1.628,0,0,0,0,0,0,1680,1800,217200,637800,959160,828960,1020000,507120,494160,264600,54360,2640,3000,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-14,1.628,0,0,0,0,0,0,1680,3240,311880,754080,1045320,1215720,1282200,1251240,1156440,902400,543720,110520,2640,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-15,1.628,0,0,0,0,0,0,1920,2280,296760,684720,951840,1130640,1192440,1130040,918480,678000,362280,79440,3240,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-16,1.628,0,0,0,0,0,0,1200,2520,276720,447720,1061760,1137120,1319520,742440,856440,400200,192480,43440,2880,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-17,1.628,0,0,0,0,0,0,1680,840,16680,280200,530400,925080,1136280,1035360,983760,677040,505080,141840,2160,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-18,1.628,0,0,0,0,0,0,1080,3840,361200,710520,1100520,1340160,1330320,1383240,1245360,980640,610920,139680,2040,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-19,1.628,0,0,0,0,0,0,600,13560,222480,369720,925320,1206240,1132200,1166280,705720,331920,123600,3120,1920,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-20,1.628,0,0,0,0,0,0,1320,600,27360,424440,516600,1192080,1444080,1405800,1262160,990840,570720,135720,2400,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-21,1.628,0,0,0,0,0,0,1320,25440,299160,699720,1134480,1300680,1368720,1333680,1206840,946920,517800,92880,3000,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-22,1.628,0,0,0,0,0,0,1560,840,2640,27240,93480,58200,61440,74640,69600,21600,2520,2640,2640,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-23,1.628,0,0,0,0,0,0,1320,18480,230520,415680,907320,1386840,1472520,1443600,1191120,941400,590280,181560,2280,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-24,1.628,0,0,0,0,0,0,1320,36240,474360,865560,1179720,1363680,1434120,1398480,1243800,987840,606960,173400,2760,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-25,1.628,0,0,0,0,0,0,960,38400,440640,852120,1149360,1309200,1357200,1343520,1110240,863400,663120,189360,2040,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-26,1.628,0,0,0,0,0,0,720,22800,302160,727080,1037280,1115040,1336320,1334280,1043880,893520,577440,162360,3000,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-27,1.628,0,0,0,0,0,0,960,29880,335040,751200,1065000,1246320,1318200,1295760,1164960,928320,579000,178200,3960,0,0,0,0,0
세종시폐기물매립장태양광,2017-02-28,1.628,0,0,0,0,0,0,1200,45960,363000,822480,1123680,1283640,1357080,1311960,1161720,903600,519360,145080,3360,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-01,1.628,0,0,0,0,0,0,1320,6720,125400,368160,546000,735120,830280,687000,467760,165000,107760,25680,3600,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-02,1.628,0,0,0,0,0,0,1560,11880,177840,485880,948360,851760,1135440,1052880,1068960,746760,527640,212400,3240,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-03,1.628,0,0,0,0,0,0,1680,60720,448680,818520,1104600,1279080,1275240,1327200,1207560,955680,582240,186840,1440,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-04,1.628,0,0,0,0,0,0,720,38400,374640,789240,1091280,1266360,1347840,1345560,1218000,957600,595920,189240,2880,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-05,1.628,0,0,0,0,0,0,960,20520,225240,596400,819000,924240,777240,1062600,1088880,848760,447240,147600,3840,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-06,1.628,0,0,0,0,0,0,840,69720,456360,884160,1191480,1378920,1485480,1467240,1341600,1091160,711480,233400,3120,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-07,1.628,0,0,0,0,0,0,1320,1560,63240,519840,1246080,1441320,1368120,1478520,1348080,1098600,751200,238320,3480,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-08,1.628,0,0,0,0,0,0,1800,84000,420720,807600,610680,904320,1193640,720000,859200,713520,341160,111840,4800,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-09,1.628,0,0,0,0,0,0,1800,94320,480480,870600,1164000,1343040,1348080,1313520,1194360,834600,479760,188760,3840,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-10,1.628,0,0,0,0,0,0,1200,104160,511800,899520,1156320,1329240,1404840,1373640,1248480,1026000,662520,229200,2640,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-11,1.628,0,0,0,0,0,0,1200,92760,451440,797160,990600,1122360,1341840,1158360,1180920,927480,564600,193200,3240,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-12,1.628,0,0,0,0,0,0,960,76200,398280,769440,1031160,1188840,1170840,778320,510240,504240,269400,81840,3360,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-13,1.628,0,0,0,0,0,0,1320,107280,486120,853680,1117920,1296360,1366440,1323240,1063080,793800,408240,134640,3360,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-14,1.628,0,0,0,0,0,0,7680,122760,514080,886200,1170960,1369680,1451400,1399560,1267320,1046400,698640,246720,4920,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-15,1.628,0,0,0,0,0,0,8280,130320,497520,870000,1134360,1293120,1348800,1305120,1174080,927840,577800,207480,6000,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-16,1.628,0,0,0,0,0,0,960,116160,463560,810600,1083000,1235520,1270320,1200120,999480,787200,420480,180960,8760,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-17,1.628,0,0,0,0,0,0,120,115200,459600,831360,1114320,1275000,1343760,1255800,1124160,955080,618480,232800,5040,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-18,1.628,0,0,0,0,0,0,0,29040,131280,255000,516360,1101000,1221000,1209360,1109760,912480,537120,212040,7200,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-19,1.628,0,0,0,0,0,0,0,81840,435600,770640,1040880,1218720,1313040,1313160,1174200,935640,549600,215400,10200,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-20,1.628,0,0,0,0,0,0,120,95040,465960,572880,398160,273360,171480,133680,234720,263400,139920,3960,0,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-21,1.628,0,0,0,0,0,0,120,91080,372000,703680,1052400,1220400,1314720,1373520,1242240,972000,571800,209760,11520,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-22,1.628,0,0,0,0,0,0,240,156360,414720,537360,656040,953160,1218480,1269360,1079520,884040,431040,134040,5520,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-23,1.628,0,0,0,0,0,0,120,72240,238800,570480,825840,1096080,973560,1033680,978120,751440,537960,227160,13080,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-24,1.628,0,0,0,0,0,0,120,81600,298680,607200,975960,1048560,1025640,1008120,881520,570480,374400,143040,2280,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-25,1.628,0,0,0,0,0,0,0,43440,219840,284400,328080,521760,449280,169800,210960,186600,90360,93720,2640,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-26,1.628,0,0,0,0,0,0,0,118680,266880,285840,678120,804960,869160,926160,617520,540960,348600,120120,6120,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-27,1.628,0,0,0,0,0,0,0,12840,159720,313920,621600,516000,657360,259320,282720,62640,182760,190080,27120,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-28,1.628,0,0,0,0,0,0,120,79200,247560,521760,989640,1120440,1235400,1174320,805800,458520,235320,53400,1200,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-29,1.628,0,0,0,0,0,0,120,154680,529320,887040,1156680,1283040,1345440,1197480,978840,724080,351120,233640,13320,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-30,1.628,0,0,0,0,0,0,1200,185640,535080,898560,1134600,1275960,1332960,1256520,1195080,797520,558480,220680,17400,0,0,0,0,0
세종시폐기물매립장태양광,2017-03-31,1.628,0,0,0,0,0,0,0,9360,140280,326400,300120,261720,471000,538920,507840,212040,102600,148080,5280,0,0,0,0,0
세종시폐기물매립장태양광,2017-04-01,1.628,0,0,0,0,0,0,0,240,160680,507960,693960,597720,698160,1003920,938160,770520,648960,279480,16800,0,0,0,0,0
세종시폐기물매립장태양광,2017-04-02,1.628,0,0,0,0,0,0,3120,207360,563760,913080,1145280,1246920,1253880,1177320,1095240,989400,676200,298080,30600,0,0,0,0,0
세종시폐기물매립장태양광,2017-04-03,1.628,0,0,0,0,0,0,4680,209400,573240,934440,1198920,1326000,1356000,1308240,1187280,981000,655920,275160,21480,0,0,0,0,0
세종시폐기물매립장태양광,2017-04-04,1.628,0,0,0,0,0,0,5280,191640,556560,880800,992760,0,882480,1110600,902520,714120,511440,183120,22320,0,0,0,0,0
세종시폐기물매립장태양광,2017-04-05,1.628,0,0,0,0,0,0,0,8280,115680,206520,227760,328680,284760,105600,62880,54480,33960,360,0,0,0,0,0,0
세종시폐기물매립장태양광,2017-04-06,1.628,0,0,0,0,0,0,0,2520,14760,62880,204720,362400,582000,919680,703200,478200,357000,194040,33240,0,0,0,0,0
세종시폐기물매립장태양광,2017-04-07,1.628,0,0,0,0,0,0,120,91800,261360,,,,,,,,,,,,,,,
세종시폐기물매립장태양광,2017-04-13,1.628,,,,,,,,,,,,0,0,,45000,837960,557400,250920,36360,0,0,0,0,0
세종시폐기물매립장태양광,2017-04-14,1.628,0,0,0,0,0,0,8880,261240,638520,691560,898680,786120,558240,380640,502680,678600,279360,176640,6960,0,0,0,0,0
세종시폐기물매립장태양광,2017-04-15,1.628,0,0,0,0,0,0,11160,234000,582120,899040,1142040,1280160,1321320,1290240,1144800,977280,665160,287640,29880,0,0,0,0,0
세종시폐기물매립장태양광,2017-04-16,1.628,0,0,0,0,0,0,4560,256560,607200,924240,873480,1197720,1292880,1263240,965880,796440,540120,239760,59520,0,0,0,0,0
세종시폐기물매립장태양광,2017-04-17,1.628,0,0,0,0,0,0,0,600,5520,49320,57480,11400,53400,1920,11760,135840,430800,295440,30600,0,0,0,0,0
세종시폐기물매립장태양광,2017-04-18,1.628,0,0,0,0,0,0,0,79440,327720,776400,1007880,871440,914520,885600,374880,57960,12480,157440,27840,0,0,0,0,0
세종시폐기물매립장태양광,2017-04-19,1.628,0,0,0,0,0,0,25800,269400,630960,950880,1170360,1318560,1360800,1313520,1173000,968640,663360,287280,38040,0,0,0,0,0
세종시폐기물매립장태양광,2017-04-20,1.628,0,0,0,0,0,0,480,85320,199440,223440,234480,207960,130320,125760,181080,273120,206520,112560,39120,0,0,0,0,0
세종시폐기물매립장태양광,2017-04-21,1.628,0,0,0,0,0,0,2160,127440,349680,830160,1010040,1130880,1178400,973800,792000,780480,461760,267360,58320,0,0,0,0,0
세종시폐기물매립장태양광,2017-04-22,1.628,0,0,0,0,0,0,29640,279480,619080,909840,1108200,1229400,989640,778680,950640,624960,433800,171960,48000,0,0,0,0,0
세종시폐기물매립장태양광,2017-04-23,1.628,0,0,0,0,0,0,34080,302280,655920,971160,1187280,1296840,1350000,1321440,1187640,970800,684480,293400,33600,0,0,0,0,0
세종시폐기물매립장태양광,2017-04-24,1.628,0,0,0,0,0,0,36720,321240,683400,982920,1179360,1311000,1352160,1324800,1197120,913200,614160,327600,28920,0,0,0,0,0
세종시폐기물매립장태양광,2017-04-25,1.628,0,0,0,0,0,0,2880,178800,458280,826920,1131360,1248120,1173000,971400,693360,465960,273240,129840,14040,0,0,0,0,0
세종시폐기물매립장태양광,2017-04-26,1.628,0,0,0,0,0,0,240,132120,405720,928200,1188720,1259400,1280160,1201800,1032720,972720,642240,282840,57600,0,0,0,0,0
세종시폐기물매립장태양광,2017-04-27,1.628,0,0,0,0,0,0,35280,323400,663120,967800,1197120,1341960,1320000,1377720,1060200,1025160,679440,302400,32400,0,0,0,0,0
세종시폐기물매립장태양광,2017-04-28,1.628,0,0,0,0,0,0,44400,298080,639720,964920,1180680,1309440,1339440,1107360,520920,491640,301680,270960,61800,0,0,0,0,0
세종시폐기물매립장태양광,2017-04-29,1.628,0,0,0,0,0,0,39960,267240,587040,908520,1140360,1263720,1287720,1229640,1124520,904560,608880,273840,46440,0,0,0,0,0
세종시폐기물매립장태양광,2017-04-30,1.628,0,0,0,0,0,0,37560,256560,579000,893160,1097040,1224360,1236120,1215000,1052160,835800,544320,246360,44640,0,0,0,0,0
세종시폐기물매립장태양광,2017-05-01,1.628,0,0,0,0,0,0,9600,127320,499200,861360,1113000,1226640,1278000,1235760,1112040,911880,608400,264600,38640,0,0,0,0,0
세종시폐기물매립장태양광,2017-05-02,1.628,0,0,0,0,0,120,65760,300120,583320,744000,830880,914760,991560,999360,941880,893160,626160,285120,60480,0,0,0,0,0
세종시폐기물매립장태양광,2017-05-03,1.628,0,0,0,0,0,0,50520,306720,629040,917040,1108320,1221720,1269120,1228920,1090560,867720,601080,272640,33600,0,0,0,0,0
세종시폐기물매립장태양광,2017-05-04,1.628,0,0,0,0,0,120,59040,280200,558240,810360,933960,948840,969480,999000,756720,660960,115560,29160,35160,0,0,0,0,0
세종시폐기물매립장태양광,2017-05-05,1.628,0,0,0,0,0,0,10320,180840,585840,866760,1075440,1180560,1168440,935760,968760,445440,160680,26760,0,0,0,0,0,0
세종시폐기물매립장태양광,2017-05-06,1.628,0,0,0,0,0,0,58680,297960,629160,868680,1059960,1238520,1274760,1102320,656160,932400,626760,268560,50160,0,0,0,0,0
세종시폐기물매립장태양광,2017-05-07,1.628,0,0,0,0,0,0,52800,271200,584280,913320,1125120,1237680,1299000,1253280,1120800,893520,615240,284640,37080,0,0,0,0,0
세종시폐기물매립장태양광,2017-05-08,1.628,0,0,0,0,0,0,85440,300600,478320,656640,788400,740280,742200,594720,442560,324720,186960,90960,4080,0,0,0,0,0
세종시폐기물매립장태양광,2017-05-09,1.628,0,0,0,0,0,0,1080,39720,99480,284040,476040,1339680,1027200,1014000,485520,125400,45840,45000,480,0,0,0,0,0
세종시폐기물매립장태양광,2017-05-10,1.628,0,0,0,0,0,0,120,70560,141840,226320,260880,493680,371280,758400,534240,629880,498600,315960,62760,0,0,0,0,0
세종시폐기물매립장태양광,2017-05-11,1.628,0,0,0,0,0,0,55560,113880,187200,187800,547680,921960,779760,972000,883440,761520,575160,261600,53880,0,0,0,0,0
세종시폐기물매립장태양광,2017-05-12,1.628,0,0,0,0,0,0,10080,147720,196080,297480,427680,454440,361680,435840,427920,380880,194280,170040,25200,0,0,0,0,0
세종시폐기물매립장태양광,2017-05-13,1.628,0,0,0,0,0,120,89160,312840,621000,850680,944640,531840,733680,806640,534120,330240,54600,238080,66000,0,0,0,0,0
세종시폐기물매립장태양광,2017-05-14,1.628,0,0,0,0,0,0,65400,342480,696720,981480,1192200,1345560,1396320,1353360,1223040,994800,687120,317520,72360,0,0,0,0,0
세종시폐기물매립장태양광,2017-05-15,1.628,0,0,0,0,0,0,64320,334680,683760,972480,1194000,1311000,1349760,1248600,881640,686400,382560,268680,46560,0,0,0,0,0
세종시폐기물매립장태양광,2017-05-16,1.628,0,0,0,0,0,0,71520,271680,621240,711000,914040,729600,922320,713160,363960,437400,615960,325080,128040,720,0,0,0,0
세종시폐기물매립장태양광,2017-05-17,1.628,0,0,0,0,0,0,75720,336960,667920,955320,1133040,1162080,1270680,1067040,1067040,913080,660480,313800,50160,0,0,0,0,0
세종시폐기물매립장태양광,2017-05-18,1.628,0,0,0,0,0,120,83040,316080,630000,903480,1091160,1196040,1224600,1137960,934200,671520,562200,305280,56880,0,0,0,0,0
세종시폐기물매립장태양광,2017-05-19,1.628,0,0,0,0,0,0,71160,336120,656760,938760,1126800,1228920,1250400,1206120,1105080,905640,628680,304440,52560,0,0,0,0,0
세종시폐기물매립장태양광,2017-05-20,1.628,0,0,0,0,0,240,127200,301920,608520,860760,1063680,1099200,1104720,1181400,970560,904440,481920,284400,94320,5040,0,0,0,0
세종시폐기물매립장태양광,2017-05-21,1.628,0,0,0,0,0,0,97920,321600,675480,918600,1036800,1104120,1249440,1276800,1145640,798000,588360,308280,78600,0,0,0,0,0
세종시폐기물매립장태양광,2017-05-22,1.628,0,0,0,0,0,240,80040,336480,661920,940320,1129800,1209240,1251360,1076520,969120,944400,651600,306840,61680,0,0,0,0,0
세종시폐기물매립장태양광,2017-05-23,1.628,0,0,0,0,0,0,81000,252240,403320,607680,858600,1050360,869760,746880,374640,548880,295080,198840,125880,10920,0,0,0,0
세종시폐기물매립장태양광,2017-05-24,1.628,0,0,0,0,0,0,0,30000,114000,296880,434160,1003560,1140240,908040,994800,936600,574080,303360,84600,360,0,0,0,0
세종시폐기물매립장태양광,2017-05-25,1.628,0,0,0,0,0,120,73440,346200,684360,969120,1149480,1270440,1303680,1247040,797760,765240,672240,335160,47040,0,0,0,0,0
세종시폐기물매립장태양광,2017-05-26,1.628,0,0,0,0,0,0,49200,359400,724800,997080,1186440,1271160,1369800,1222560,1201080,944640,708840,356280,55920,0,0,0,0,0
세종시폐기물매립장태양광,2017-05-27,1.628,0,0,0,0,0,240,69960,346560,691800,968760,1152960,1251960,1275600,1118880,1096800,642600,381960,279480,60360,0,0,0,0,0
세종시폐기물매립장태양광,2017-05-28,1.628,0,0,0,0,0,0,90960,256920,525960,795360,974280,1073040,1112640,1095480,985800,826200,579000,291960,73560,0,0,0,0,0
세종시폐기물매립장태양광,2017-05-29,1.628,0,0,0,0,0,120,76320,299160,587760,850560,1038480,1157160,1193520,1147200,1029480,854640,583080,272400,82920,360,0,0,0,0
세종시폐기물매립장태양광,2017-05-30,1.628,0,0,0,0,0,4080,129120,324960,631800,874920,739080,826200,966600,947760,734880,781680,582840,325920,59040,0,0,0,0,0
세종시폐기물매립장태양광,2017-05-31,1.628,0,0,0,0,0,120,74040,240360,436440,596280,942360,1122000,1046040,693240,455160,570000,327360,252240,134400,24240,0,0,0,0
세종시폐기물매립장태양광,2017-06-01,1.628,0,0,0,0,0,0,40080,155760,144600,264480,899040,948000,901680,1094760,1020360,762240,645720,329640,75600,0,0,0,0,0
세종시폐기물매립장태양광,2017-06-02,1.628,0,0,0,0,0,240,72000,340680,681360,949440,1125600,1236240,1275840,1211280,1106160,921600,651240,329520,71520,0,0,0,0,0
세종시폐기물매립장태양광,2017-06-03,1.628,0,0,0,0,0,600,82920,338280,676560,956160,1166040,1267440,1181760,1109280,1065600,888000,642000,318960,74760,240,0,0,0,0
세종시폐기물매립장태양광,2017-06-04,1.628,0,0,0,0,0,240,78480,329520,638640,896040,1068960,1187520,1237080,1084560,1004040,851760,654720,328800,69720,120,0,0,0,0
세종시폐기물매립장태양광,2017-06-05,1.628,0,0,0,0,0,840,79200,351240,642480,918120,1093920,1026360,992520,958800,819120,808440,599880,300360,104160,3360,0,0,0,0
세종시폐기물매립장태양광,2017-06-06,1.628,0,0,0,0,0,120,79440,166680,184080,227040,348120,529800,416760,346080,256440,89160,35880,20160,600,0,0,0,0,0
세종시폐기물매립장태양광,2017-06-07,1.628,0,0,0,0,0,0,0,360,49800,84720,120360,93480,152040,146400,67200,17520,20040,12840,12360,0,0,0,0,0
세종시폐기물매립장태양광,2017-06-08,1.628,0,0,0,0,0,360,102720,266760,213480,360600,844800,1032480,1070160,1216920,1029000,909360,641040,349320,76800,0,0,0,0,0
세종시폐기물매립장태양광,2017-06-09,1.628,0,0,0,0,0,360,68760,181080,350280,565440,718680,982320,1202040,1142880,1068000,870360,629520,311400,86040,240,0,0,0,0
세종시폐기물매립장태양광,2017-06-10,1.628,0,0,0,0,0,0,39480,207840,280560,490320,755160,1047840,964200,625200,525360,613320,389400,268320,109560,0,0,0,0,0
세종시폐기물매립장태양광,2017-06-11,1.628,0,0,0,0,0,240,84480,335160,652200,925680,1080120,1172280,1188480,1139160,1041120,870720,630360,334200,76800,4200,0,0,0,0
세종시폐기물매립장태양광,2017-06-12,1.628,0,0,0,0,0,3600,110160,319320,606000,876840,1031040,1073760,1119600,988680,833400,374880,263760,93720,35880,0,0,0,0,0
